SN2014J & 349 & 628$\pm$312 & 929$\pm$312 & 8517$\pm$520 & 8847$\pm$1027 & 0.459$\pm$0.094 & 779$\pm$220 & 0.085$\pm$0.038 & 17 \\ 
SN2015F & 279 & -549$\pm$303 & -1245$\pm$255 & 7304$\pm$157 & 9769$\pm$812 & 0.854$\pm$0.136 & -897$\pm$198 & 0.158$\pm$0.068 & 14 \\ 
SN2017cbv & 318 & -815$\pm$366 & -1714$\pm$443 & 7764$\pm$423 & 7221$\pm$347 & 0.262$\pm$0.027 & -1265$\pm$287 & 0.049$\pm$0.020 & 19 \\ 
SN2017fgc & 384 & 3539$\pm$1287 & 3497$\pm$3423 & 9272$\pm$1682 & 6376$\pm$2340 & 0.362$\pm$0.164 & 3518$\pm$1828 & 0.069$\pm$0.042 & 20 \\ 
SN2018oh & 259 & -1847$\pm$375 & -3910$\pm$804 & 7052$\pm$342 & 5319$\pm$666 & 0.218$\pm$0.047 & -2878$\pm$444 & 0.041$\pm$0.018 & 19 \\ 
SN2019ein & 311 & 1665$\pm$2974 & 2473$\pm$770 & 11151$\pm$6624 & 3745$\pm$1376 & 0.334$\pm$0.191 & 2069$\pm$1536 & 0.064$\pm$0.045 & 21 \\ 
SN2019np & 303 & -1695$\pm$226 & -3240$\pm$410 & 7014$\pm$81 & 5542$\pm$241 & 0.233$\pm$0.008 & -2467$\pm$234 & 0.043$\pm$0.017 & 22 \\ 
SN2019np & 368 & -1522$\pm$317 & -3042$\pm$401 & 7165$\pm$333 & 5662$\pm$77 & 0.305$\pm$0.018 & -2282$\pm$256 & 0.057$\pm$0.023 & 22 \\ 
SN2021hpr & 250 & 852$\pm$229 & 279$\pm$552 & 7734$\pm$933 & 5307$\pm$730 & 0.324$\pm$0.019 & 565$\pm$299 & 0.060$\pm$0.024 & This work \\ 
ASASSN-14jg & 222 & 1335$\pm$235 & 1389$\pm$383 & 8397$\pm$261 & 2763$\pm$289 & 0.050$\pm$0.009 & 1362$\pm$225 & 0.009$\pm$0.004 & 19 \\ 
ASASSN-14jg & 268 & 1609$\pm$235 & 1071$\pm$355 & 7832$\pm$238 & 4207$\pm$339 & 0.076$\pm$0.012 & 1340$\pm$213 & 0.014$\pm$0.006 & 14 \\ 
ASASSN-14jg & 325 & 1769$\pm$255 & 2335$\pm$277 & 8774$\pm$664 & 5010$\pm$93 & 0.149$\pm$0.030 & 2052$\pm$188 & 0.028$\pm$0.012 & 23 \\ 
